ID,Name of Item,Pickup,Quality,Description,Type,Item Pool
ItemID: 342,Blue Cap,"""HP + tears + shot speed down""",Quality: 3,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 343,Latch Key,"""Luck up""",Quality: 2,+1 Luck Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest, Key Beggar"
ItemID: 344,Match Book,"""Evil up""",Quality: 1,+1 Black Heart,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 345,Synthoil,"""DMG up + range""",Quality: 3,+1.0 Damage Up,Type: Passive,Item Pool: Boss Room
ItemID: 346,A Snack,"""HP up""",Quality: 1,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 347,Diplopia,"""Double item vision""",Quality: 3,"A one-time use item which when used, will duplicate any pedestal items or consumables in the current room",Type: Active,Item Pool: Shop
ItemID: 348,Placebo,"""Pill mimic""",Quality: 2,"When used, copies the effect of the pill you are currently holding without consuming it",Type: Active,"Item Pool: Shop, Greed Mode Shop"
ItemID: 349,Wooden Nickel,"""Flip a coin""",Quality: 1,"When used, has a 50% chance to drop one random type of coin (penny, nickel or dime)",Type: Active,"Item Pool: Shop, Greed Mode Item Room"
ItemID: 350,Toxic Shock,"""Mass poison""",Quality: 3,"With this item, at the start of every room you will deal double your tear damage to the entire room in a poison effect",Type: Passive,Item Pool: Item Room
ItemID: 351,Mega Bean,"""Giga fart!""",Quality: 1,"When used, the Mega Bean will freeze all enemies in the current room for a couple of seconds, deal 5 damage and poison any enemies in close proximity and send a wave of spikes across the room in the direction you are facing",Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 352,Glass Cannon,"""Be gentle...""",Quality: 1,Glass Cannon allows you to fire one huge spectral tear that deals a lot of damage.,Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 353,Bomber Boy,"""Explosive blast!""",Quality: 2,+5 bombs,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room, Bomb Beggar"
ItemID: 354,Crack Jacks,"""Don't swallow the prize!""",Quality: 2,+1 HP Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 355,Mom's Pearls,"""Range + luck up""",Quality: 2,+0.38 Range Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 356,Car Battery,"""Double charge!""",Quality: 3,The Car Battery causes your spacebar item to activate twice on each use,Type: Passive,"Item Pool: Shop, Greed Mode Shop"
ItemID: 357,Box of Friends,"""Double your friends""",Quality: 1,"Upon use, gives you a duplicate of each familiar you have for the current room",Type: Active,"Item Pool: Shop, Greed Mode Item Room"
ItemID: 358,The Wiz,"""Double wiz shot!""",Quality: 1,"Isaac wears a dunce hat and fires 2 tears at once diagonally, similar to the R U A WIZARD pill tear pattern",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 359,8 Inch Nails,"""Stick it to 'em!""",Quality: 3,+1.5 Damage Up,"Type: Passive, Tear Modifier","Item Pool: Item Room, Greed Mode Item Room"
ItemID: 360,Incubus,"""Dark friend""",Quality: 4,"Gives you a familiar demon incubus that follows you and shoots tears that scale with your own tears in terms of damage, stats and also effects","Type: Passive, Familiar","Item Pool: Devil Room, Greed Mode Devil Room"
ItemID: 361,Fate's Reward,"""Your fate beside you""",Quality: 2,A familiar blue head that will follow Isaac and fire tears copying his tear damage and effects,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 362,Lil Chest,"""What's in the box?""",Quality: 2,A familiar chest that follows Isaac and has a 25% chance to drop a pickup after clearing a room,"Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room, Beggar"
ItemID: 363,Sworn Protector,"""Protective friend""",Quality: 3,An orbital angel which does 7 contact damage per tick and blocks shots,"Type: Passive, Familiar","Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 364,Friend Zone,"""Friendly fly""",Quality: 1,A white orbiting fly which deals 3 contact damage per tick to enemies,"Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room, Key Beggar"
ItemID: 365,Lost Fly,"""Lost protector""",Quality: 1,"A familiar fly that moves in a straight line and attaches itself to the first obstacle or wall it comes into contact with in each room.
      ","Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room, Key Beggar"
ItemID: 366,Scatter Bombs,"""We put bombs in your bombs!""",Quality: 1,+5 bombs,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room, Bomb Beggar"
ItemID: 367,Sticky Bombs,"""Egg sack bombs!""",Quality: 1,+5 Bombs,"Type: Passive, Bomb Modifier","Item Pool: Item Room, Greed Mode Item Room, Bomb Beggar, Bomb Beggar"
ItemID: 368,Epiphora,"""Intensifying tears""",Quality: 1,Shooting in one direction increases your fire rate until a cap is reached,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 369,Continuum,"""Transcendent tears""",Quality: 2,+3 Range Up,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 370,Mr. Dolly,"""Range + tears up""",Quality: 3,+0.7 Tears Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 371,Curse of The Tower,"""You feel cursed...""",Quality: 1,"Causes Isaac to spawn 6 troll bombs on the floor every time he gets hit, similar to the Anarchist Cookbook mechanic",Type: Passive,"Item Pool: Item Room, Red Chest, Curse Room, Greed Mode Item Room"
ItemID: 372,Charged Baby,"""Bbbzzzzzt!""",Quality: 3,A familiar baby that has a random chance to drop a battery pickup or freeze all enemies in the room for a short while,"Type: Passive, Familiar","Item Pool: Shop, Greed Mode Shop"
ItemID: 373,Dead Eye,"""Accuracy brings power!""",Quality: 3,Gives Isaac a +25% damage up for every tear that successfully hits an enemy,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 374,Holy Light!,"""Holy shot!""",Quality: 3,"Isaac has a random chance to fire a Holy tear, which when it hits an enemy, will spawn a light beam on the same enemy, dealing damage",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room, Angel Room"
ItemID: 375,Host Hat,"""Nice hat!""",Quality: 3,A familiar host that sits on Isaac's head and has a 20% chance to block enemy shots,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 376,Restock,"""Never ending stores!""",Quality: 2,Causes your shops to instantly restock their items when you buy them,Type: Passive,"Item Pool: Shop, Beggar"
ItemID: 377,Bursting Sack,"""Spider love""",Quality: 1,Most spider enemies no longer target or deal contact damage to Isaac,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 378,No. 2,"""Uh oh...""",Quality: 2,Continuously firing or charging tears for 3 seconds causes Isaac to fart and drop a Butt Bomb,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 379,Pupula Duplex,"""Wide shot""",Quality: 2,Transforms Isaac's tears into a wide arc shape which doubles their size and hitbox,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 380,Pay To Play,"""Money talks""",Quality: 2,+5 coins,Type: Passive,"Item Pool: Shop, Greed Mode Item Room, Greed Mode Shop"
ItemID: 381,Eden's Blessing,"""Your future shines brighter""",Quality: 3,+0.7 Tears Up,Type: Passive,Item Pool: Item Room
ItemID: 382,Friendly Ball,"""Gotta fetch 'em all!""",Quality: 2,"When used, can be thrown at enemies to capture them (similar to a Poké Ball)",Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 383,Tear Detonator,"""Remote tear detonation""",Quality: 1,"When used, will detonate any tears currently on the screen and cause each one to split into 6 more tears which will fire in a circle, similar to Tammy's Head",Type: Active,"Item Pool: Shop, Greed Mode Item Room"
ItemID: 384,Lil Gurdy,"""A gurd of your own!""",Quality: 2,Gives Isaac a familiar Gurdy that will charge around the room dealing contact damage to enemies,"Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room"
ItemID: 385,Bumbo,"""Bumbo want coin!""",Quality: 1,A beggar head which floats around the room and picks up any nearby coins. Every 6 coins Bumbo will evolve to a new form except for level 4 which takes 12 coins,"Type: Passive, Familiar","Item Pool: Item Room, Beggar"
ItemID: 386,D12,"""Rerolls rocks""",Quality: 0,"When used, the D12 re-rolls any rocks into another random type of object (e.g. poop, pots, TNT, red poop, stone blocks etc.)",Type: Active,"Item Pool: Item Room, Greed Mode Shop"
ItemID: 387,Censer,"""Peace be with you""",Quality: 3,Gives Isaac a familiar golden Censer which creates a huge aura of light that slows down any enemies inside it,"Type: Passive, Familiar","Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 388,Key Bum,"""He wants your keys!""",Quality: 0,"A familiar beggar similar to Bum Friend that follows Isaac and collects keys, giving random chests in return","Type: Passive, Familiar","Item Pool: Item Room, Secret Room, Key Beggar"
ItemID: 389,Rune Bag,"""Rune generator""",Quality: 3,A bag that follows Isaac and drops a random Rune or Soul Stone every 7 or 8 rooms,"Type: Passive, Familiar","Item Pool: Item Room, Secret Room"
ItemID: 390,Seraphim,"""Sworn friend""",Quality: 3,A familiar angel which follows Isaac and fires Sacred Heart tears which deal 10 damage at -25% shot speed and a reduced fire rate,"Type: Passive, Familiar","Item Pool: Item Room, Angel Room, Greed Mode Angel Room"
ItemID: 391,Betrayal,"""Turn your enemy""",Quality: 0,"Every time Isaac takes damage, a charm effect is applied to every enemy in the room, causing them to attack each other rather than Isaac",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room, Devil Room, Greed Mode Devil Room"
ItemID: 392,Zodiac,"""The heavens will change you""",Quality: 1,Zodiac will give you a random zodiac item effect that changes after every floor,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 393,Serpent's Kiss,"""The kiss of death""",Quality: 2,"Tears now have a random chance to apply a poison effect, dealing damage equal to your tears each tick, for 2 ticks",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 394,Marked,"""Directed tears""",Quality: 1,Isaac will now fire tears automatically directed at a red target on the ground which is controlled by the player,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 395,Tech X,"""Laser ring tears""",Quality: 4,Tears are replaced with the ability to charge and fire a laser ring that travels across the room,"Type: Passive, Tear modifier","Item Pool: Item Room, Greed Mode Item Room"
ItemID: 396,Ventricle Razor,"""Short cutter""",Quality: 1,"Allows you to create one brown tunnel and one blue tunnel in the floor, that can be used to teleport between wherever you placed each one",Type: Active,Item Pool: Shop
ItemID: 397,Tractor Beam,"""Controlled tears""",Quality: 3,"Isaac's tears now travel directly forwards following a beam of light, but will also move sideways based on your player movement","Type: Passive, Tear Modifier","Item Pool: Item Room, Greed Mode Item Room"
ItemID: 398,God's Flesh,"""Shrink shot!""",Quality: 1,"Tears now have a random chance to apply a shrinking effect, causing enemies to shrink in size for 5 seconds and also run away from Isaac",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 399,Maw of The Void,"""Consume thy enemy!""",Quality: 4,"After firing tears for 3 seconds, a red cross appears on Isaac's head that, upon releasing the fire button, creates a black ring which deals a lot of damage to any enemies inside it",Type: Passive,"Item Pool: Devil Room, Greed Mode Devil Room"
ItemID: 400,Spear of Destiny,"""Your destiny""",Quality: 1,"In addition to tears, Isaac now holds a spear infront of him which deals damage equal to 2 times your tear damage",Type: Passive,"Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 401,Explosivo,"""Sticky bomb shot!""",Quality: 2,"Tears now have a random chance to become sticky bombs, which will attach to enemies and explode after a few seconds",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 402,Chaos,"""!!!""",Quality: 3,"When picked up, drops between 1-6 random pickups on the floor",Type: Passive,"Item Pool: Shop, Secret Room"
ItemID: 403,Spider Mod,"""Mod buddy!""",Quality: 1,A familiar grey spider that wanders around and allows you to see your tear damage and the health bars of all enemies,Type: Passive,"Item Pool: Shop, Greed Mode Shop"
ItemID: 404,Farting Baby,"""He farts!""",Quality: 1,A familiar that follows Isaac and blocks tears,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 405,GB Bug,"""Game breaking bug, right away!""",Quality: 1,<None></None>,Type: Passive,"Item Pool: Item Room, Secret Room, Greed Mode Shop"
ItemID: 406,D8,"""Reroll stats""",Quality: 2,"When used, the D8 rerolls all of your stats",Type: Active,"Item Pool: Item Room, Greed Mode Shop"
ItemID: 407,Purity,"""Aura stat boost""",Quality: 2,Purity will boost one of Isaac's stats depending on the colour of the aura around him,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room, Greed Mode Angel Room"
ItemID: 408,Athame,"""Call to the void""",Quality: 1,"Now when you take damage, a black ring will appear around Isaac that damages any enemies in contact with it",Type: Passive,"Item Pool: Devil Room, Curse Room, Greed Mode Devil Room"
ItemID: 409,Empty Vessel,"""I reward an empty vessel""",Quality: 2,+2 Black Hearts,Type: Passive,"Item Pool: Devil Room, Demon Beggar"
ItemID: 410,Evil Eye,"""Eye shot!""",Quality: 2,"While firing tears this item gives you a chance to fire an eye across the screen with a very slow shot speed, which will fire tears of its own in the same direction as Isaac",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 411,Lusty Blood,"""Their blood brings rage!""",Quality: 3,"Each time Isaac kills an enemy, you get a temporary +0.5 damage up which lasts for the current room",Type: Passive,"Item Pool: Item Room, Devil Room, Greed Mode Item Room"
ItemID: 412,Cambion Conception,"""Feed them hate""",Quality: 2,After taking enough damage you will gain a permanent demon familiar,Type: Passive,"Item Pool: Devil Room, Greed Mode Devil Room"
ItemID: 413,Immaculate Conception,"""Feed them love""",Quality: 1,"After picking up 15 hearts, Isaac gains a permanent angelic familiar and a soul heart drops",Type: Passive,"Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 414,More Options,"""There are even more options!""",Quality: 3,"Two items now spawn in each of your item rooms, however only one can be taken and the other will disappear",Type: Passive,Item Pool: Shop
ItemID: 415,Crown of Light,"""The untainted gain power""",Quality: 4,+2 Soul Hearts,Type: Passive,"Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 416,Deep Pockets,"""More stuff to carry!""",Quality: 2,Increases your money cap to 999,Type: Passive,"Item Pool: Shop, Greed Mode Item Room, Greed Mode Shop"
ItemID: 417,Succubus,"""Damage booster""",Quality: 3,"A flying familiar that bounces around the room with a damaging aura, dealing rapid damage to any enemies inside it and boosting Isaac's tear damage","Type: Passive, Familiar","Item Pool: Devil Room, Demon Beggar"
ItemID: 418,Fruit Cake,"""Rainbow effects!""",Quality: 2,Gives you a different tear effect with every tear that you fire,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 419,Teleport 2.0,"""I-teleport!""",Quality: 3,When used will teleport you to another random room that has not been explored yet,Type: Active,Item Pool: Item Room
ItemID: 420,Black Powder,"""Spin the black circle!""",Quality: 1,"Walking in a circle will spawn a pentagram symbol on the floor, which deals 10 damage per tick to any enemies inside it",Type: Passive,"Item Pool: Devil Room, Demon Beggar"
ItemID: 421,Kidney Bean,"""Love toots!""",Quality: 1,"When used, applies the charm effect to any enemies in close range and deals 5 damage",Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 422,Glowing Hour Glass,"""Turn back time""",Quality: 3,"When used, this item will rewind time and put you back in the previous room, in the same state you were in at that moment",Type: Active,"Item Pool: Item Room, Shop"
ItemID: 423,Circle of Protection,"""Protect me from myself""",Quality: 2,"Gives Isaac a large white halo around him, that deals a bit of damage to any enemies in contact with the ring",Type: Passive,"Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 424,Sack Head,"""More sacks!""",Quality: 3,"Coins have a 10% chance to be replaced with Sack. Bombs, keys, cards, runes and batteries have a 20% chance",Type: Passive,"Item Pool: Shop, Secret Room"
ItemID: 425,Night Light,"""Scared of the dark?""",Quality: 2,Gives Isaac a cone of light infront of him that slows any enemies inside it and their tears,Type: Passive,"Item Pool: Shop, Greed Mode Item Room"
ItemID: 426,Obsessed Fan,"""Follows my every move...""""",Quality: 0,A purple familiar fly that follows your exact movement on a 1 second delay and deals 2 contact damage to enemies,"Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 427,Mine Crafter,"""Booom!""",Quality: 1,"When used, places an explosive TNT barrel next to you",Type: Active,Item Pool: Item Room
ItemID: 428,PJs,"""You feel cozy""",Quality: 2,+4 Soul Hearts,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 429,Head of the Keeper,"""Penny tears!""",Quality: 2,Isaac's tears become coins and now have a 5% chance to drop pennies on the floor upon successfully hitting an enemy,Type: Passive,Item Pool: Dead shopkeeper
ItemID: 430,Papa Fly,"""Turret follower""",Quality: 1,A familiar blue fly that will follow Isaac's movement pattern but delayed by 1 second,"Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 431,Multidimensional Baby,"""ydduB Buddy""",Quality: 2,A familiar baby that will follow your movement pattern on a 2 second delay,"Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room, Devil Room, Greed Mode Devil Room"
ItemID: 432,Glitter Bombs,"""Prize bombs!""",Quality: 2,+5 bombs,"Type: Passive, Bomb Modifier","Item Pool: Item Room, Bomb Beggar"
ItemID: 433,My Shadow,"""Me! And my shaaaadow!""",Quality: 0,"Each time you take damage, My Shadow will apply a fear effect to all enemies in the room and spawn a familiar black charger that will attack for you",Type: Passive,"Item Pool: Devil Room, Greed Mode Devil Room"
ItemID: 434,Jar of Flies,"""Gotta catch 'em all?""",Quality: 2,"Every time you kill an enemy a fly will be added to the Jar, allowing you to stack up to 20",Type: Active,"Item Pool: Shop, Greed Mode Item Room, Greed Mode Shop"
ItemID: 435,Lil Loki,"""4-way buddy!""",Quality: 1,"A Loki familiar that follows Isaac and shoots tears 4 tears in a cross pattern, dealing a flat 3.5 damage each",Type: Passive,Item Pool: Item Room
ItemID: 436,Milk!,"""Dont cry over it...""",Quality: 1,Gives Isaac a familiar glass of milk that follows him and spills on the floor upon taking damage,"Type: Passive, Familiar","Item Pool: Item Room, Greed Mode Item Room"
ItemID: 437,D7,"""Reroll rewards!""",Quality: 1,"When used, the D7 will restart the current room and bring back all enemies once again, enabling you to farm rewards that spawn at the end after beating the room",Type: Active,Item Pool: Item Room
ItemID: 438,Binky,"""Memories...""",Quality: 3,+1 Soul heart,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 439,Mom's Box,"""What's inside?""",Quality: 3,"When used, Mom's Box will drop a random trinket on the ground",Type: Active,"Item Pool: Shop, Greed Mode Shop"
ItemID: 440,Kidney Stone,"""Matt's kidney stone""",Quality: 2,"Randomly while firing tears, Isaac will stop firing and turn red, where he will charge and release a lot of 'tears' in one go. In the burst of tears is a kidney stone which deals a lot of damage",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 441,Mega Blast,"""Laser breath""",Quality: 4,"Upon use, fires a huge Mega Satan laser for 15 seconds, dealing your tear damage * 5 per tick to anything in its path and pushing Isaac back by the force",Type: Active,"Item Pool: Devil Room, Greed Mode Devil Room"
ItemID: 442,Dark Prince's Crown,"""Loss is power""",Quality: 1,"A crown appears above your head and while at exactly 1 full red heart of health, you gain a +1.5 Range Up, +2.0 Tears Up and +0.20 Shot Speed Up",Type: Passive,"Item Pool: Devil Room, Curse Room"
ItemID: 443,Apple!,"""Trick or treat?""",Quality: 3,Gives you a 6.66% chance to fire a razor blade which deals x4 damage,Type: Passive,Item Pool: Item Room
ItemID: 444,Lead Pencil,"""Hes a bleeder!""",Quality: 3,"With every 15 tears fired, Isaac will fire a cluster of 12 tears instead of your normal tear",Type: Passive,"Item Pool: Item Room, Gold/Stone Chest"
ItemID: 445,Dog Tooth,"""Bark at the moon!""",Quality: 1,+0.3 Damage Up,Type: Passive,Item Pool: Item Room
ItemID: 446,Dead Tooth,"""Halitosis""",Quality: 1,"While firing, you gain a green aura that poisons any enemies which touch it. The poison deals your tear damage per tick, for 2 ticks",Type: Passive,Item Pool: Item Room
ItemID: 447,Linger Bean,"""Crying makes me toot""",Quality: 0,"While firing tears constantly for 7.5 seconds, you spawn a poop cloud, which deals periodic damage to any enemies which come near it",Type: Passive,"Item Pool: Item Room, Beggar"
ItemID: 448,Shard of Glass,"""Blood and guts!""",Quality: 1,"Upon taking damage, Isaac starts to bleed, leaving a trail of blood and spraying blood tears everywhere which deal damage to nearby enemies",Type: Passive,Item Pool: Item Room
ItemID: 449,Metal Plate,"""It itches...""",Quality: 1,+1 Soul Heart,Type: Passive,Item Pool: Item Room
ItemID: 450,Eye of Greed,"""Gold tears!""",Quality: 2,Every 20th tear fired will also fire a golden coin tear at the same time. This tear turns enemies to gold for a few seconds and causes them to drop 1-4 coins if killed while golden (similar to the Midas' Touch item),Type: Passive,Item Pool: Secret Room
ItemID: 451,Tarot Cloth,"""I see the future""",Quality: 3,Drops a random card on pickup,Type: Passive,"Item Pool: Shop, Curse Room"
ItemID: 452,Varicose Veins,"""I'm leaking...""",Quality: 2,"Every time you take damage, 10 high damage tears are fired in a circle around you (similar to the Tammy's Head effect)",Type: Passive,Item Pool: Item Room
ItemID: 453,Compound Fracture,"""Bone tears!""",Quality: 2,"Turns your tears into bones, which shatter into 1-3 smaller bone shards upon hitting any object or enemy",Type: Passive,Item Pool: Item Room
ItemID: 454,Polydactyly,"""Hold me!""",Quality: 2,"Allows Isaac to carry two cards, runes or pills (or any combination of these) at the same time",Type: Passive,Item Pool: Item Room
ItemID: 455,Dad's Lost Coin,"""I remember this...""",Quality: 2,+0.38 Range Up,Type: Passive,"Item Pool: Boss Room, Beggar, Gold/Stone Chest"
ItemID: 456,Midnight Snack,"""HP up""",Quality: 1,+1 HP Up,Type: Passive,"Item Pool: Boss Room, Beggar, Gold/Stone Chest"
ItemID: 457,Cone Head,"""Hard headed!""",Quality: 2,+1 Soul Heart,Type: Passive,Item Pool: Item Room
ItemID: 458,Belly Button,"""Whats in there?""",Quality: 3,Drops one random trinket on pickup,Type: Passive,Item Pool: Item Room
ItemID: 459,Sinus Infection,"""Booger tears!""",Quality: 3,"Isaac's tears have a random chance to be a booger instead, which stick on to enemies and deal periodic poison damage until they die",Type: Passive,Item Pool: Item Room
ItemID: 460,Glaucoma,"""Blind tears!""",Quality: 2,"Adds a chance to shoot a concussive tear, which will cause enemies to walk around dazed in confusion",Type: Passive,Item Pool: Item Room
ItemID: 461,Parasitoid,"""Egg tears!""",Quality: 3,"This item gives you a chance that instead of firing tears you will fire an egg sack, which slows enemies on hit and drops a pool of white slowing creep below them",Type: Passive,Item Pool: Item Room
ItemID: 462,Eye of Belial,"""Possessed tears!""",Quality: 3,"Causes your tears to become piercing, allowing them to travel through enemies",Type: Passive,Item Pool: Devil Room
ItemID: 463,Sulfuric Acid,"""Acid tears!""",Quality: 2,+0.3 Damage Up,Type: Passive,Item Pool: Item Room
ItemID: 464,Glyph of Balance,"""A gift from above""",Quality: 2,+2 Soul Hearts,Type: Passive,Item Pool: Angel Room
ItemID: 465,Analog Stick,"""360 tears!""",Quality: 2,+0.35 Tears Up,Type: Passive,Item Pool: Item Room
ItemID: 466,Contagion,"""Outbreak!""",Quality: 2,"The first enemy you kill in each new room will now explode and poison all nearby enemies, causing them to take periodic damage until they also die and explode",Type: Passive,Item Pool: Item Room
ItemID: 467,Finger!,"""Watch where you point that!""",Quality: 1,Gives Isaac a finger which floats infront of him and points in the same direction he is facing or firing. The finger deals 10% of your normal damage to all enemies in the same direction that the finger is pointing,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 468,Shade,"""It follows""",Quality: 0,Isaac gains a shadow familiar that will follow Isaac's movement pattern delayed by 1 second and deal 2 contact damage to enemies per tick,"Type: Passive, Familiar","Item Pool: Devil Room, Curse Room"
ItemID: 469,Depression,""":(""",Quality: 1,Isaac gains a cloud familiar that follows him and leaves a trail of tears on the floor which damages enemies for 2 damage per tick,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 470,Hushy,"""Lil hush!""",Quality: 0,Gives Isaac a small Hush familiar that bounces diagonally around the room dealing 2 contact damage per tick,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 471,Lil Monstro,"""Ain't he cute?""",Quality: 2,"Gives Isaac a small Monstro familar, who's tears can be charged and released in a shotgun style effect, much like Monstro's main attack","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 472,King Baby,"""Lord of the dead!""",Quality: 1,"A baby familiar that follows you and causes other familiars to follow it. It stops moving while Isaac is firing tears and upon releasing the fire button, King Baby will teleport back to your location","Type: Passive, Familiar",Item Pool: Shop
ItemID: 473,Big Chubby,"""Chub chub""",Quality: 1,"A familiar that follows Isaac and charges forwards very slowly, dealing 2.7 damage per tick to any enemies it comes into contact with","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 475,Plan C,"""Use with caution""",Quality: 0,"Upon use, this item deals 9,999,999 damage to all enemies in the room and then kills you 3 seconds later",Type: Active,"Item Pool: Shop, Devil Room, Curse Room, Red Chest, Demon Beggar"
ItemID: 476,D1,"""What will it be?""",Quality: 3,"When used, the D1 duplicates 1 random pickup in the current room. This works with all normal pickups, including cards, runes, chests and trinkets. Duplicated items might not be identical copies of the original - for example duplicating a card may spawn a different card",Type: Active,Item Pool: Item Room
ItemID: 477,Void,"""Consume""",Quality: 4,"When used, Void will consume any pedestal items in the current room",Type: Active,"Item Pool: Devil Room, Angel Room"
ItemID: 478,Pause,"""Stop!""",Quality: 1,"Upon use, this item freezes all enemies in the room until you press the fire button again or 30 seconds passes (whichever happens first)",Type: Active,Item Pool: Item Room
ItemID: 479,Smelter,"""Trinket melter!""",Quality: 3,"Upon use, the Smelter will destroy your currently held trinket and give you the effect permanently, allowing you to stack up lots of different trinket effects",Type: Active,Item Pool: Shop
ItemID: 480,Compost,"""Gain more friends!""",Quality: 2,"When used, Compost doubles up the current number of blue flies and spiders you have",Type: Active,Item Pool: Shop
ItemID: 481,Dataminer,"""109""",Quality: 0,"When used, this item will distort all the sprites and music, rotating graphics 90 degrees and translating them diagonally up/left, while leaving the hitbox in the same place. This can make it confusing while navigating the room",Type: Active,Item Pool: Item Room
ItemID: 482,Clicker,"""Change""",Quality: 0,"When used, this item will randomly change you into another character and remove the last item you picked up",Type: Active,Item Pool: Item Room
ItemID: 483,MaMa Mega!,"""BOOOOOOOOOM!""",Quality: 3,"A one time use item that when used will explode all objects (i.e. rocks, poop) in the room and deal 200 damage to all enemies in the current room, as well as every other room for the remainder of the floor",Type: Active,"Item Pool: Shop, Bomb Beggar"
ItemID: 484,Wait What?,"""I can't believe it's not butter bean!""",Quality: 1,"Upon use, this item will fart, pushing enemies away and causing a wave of rocks to spawn that spread outwards from Isaac in a circle, dealing 10 damage per hit to any enemies caught in it",Type: Active,Item Pool: Item Room
ItemID: 485,Crooked Penny,"""50/50""",Quality: 1,"When used, you have a 50% chance to double all items, consumables and chests in the current room",Type: Active,"Item Pool: Item Room, Shop, Beggar"
ItemID: 486,Dull Razor,"""I feel numb...""",Quality: 1,"Upon use this item hurts Isaac without actually taking health away, allowing you to activate any items which trigger when taking damage without losing health",Type: Active,Item Pool: Shop
ItemID: 487,Potato Peeler,"""A pound of flesh...""",Quality: 2,"When used, this item permanently removes one of your red heart containers and gives you a flat +0.2 Damage Up, the Anemic effect (+1.5 Range Up + red creep trail) and a Cube of Meat",Type: Active,"Item Pool: Shop, Demon Beggar"
ItemID: 488,Metronome,"""Waggles a finger""",Quality: 1,"When used, this item gives you the effect of a random item for the rest of the room",Type: Active,Item Pool: Item Room
ItemID: 489,D Infinity,"""Reroll forever""",Quality: 4,This dice allows you to press the Drop key to cycle between all possible dice effects and pick one to use,Type: Active,Item Pool: Secret Room
ItemID: 490,Eden's Soul,"""...""",Quality: 3,"A one time use active item that when used, will spawn 2 random item pedestals from the item pool associated with the current room (e.g. in an Angel room, this will spawn 2 Angel room items)",Type: Active,Item Pool: Angel Room
